SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 15-May-2023,124.42,118.19,120.0,118.19, 120.00,120.0,119.1,2,0.0,2, 1, 50.00
20MICRONS, EQ, 15-May-2023,85.55,84.5,86.0,81.7, 83.00,82.25,83.24,141169,117.51,2004, 103290, 73.17
21STCENMGM, EQ, 15-May-2023,18.7,18.35,19.05,18.35, 18.90,18.85,18.78,1609,0.3,31, 1317, 81.85
360ONE, EQ, 15-May-2023,409.05,414.75,416.95,406.75, 410.00,410.15,411.29,379895,1562.48,19274, 262956, 69.22
3IINFOLTD, EQ, 15-May-2023,32.75,32.85,33.0,32.4, 32.55,32.55,32.67,201381,65.79,1926, 131784, 65.44
3MINDIA, EQ, 15-May-2023,23495.6,23534.45,23617.65,23195.0, 23201.00,23233.45,23477.5,4389,1030.43,790, 3667, 83.55
3PLAND, EQ, 15-May-2023,23.3,23.5,24.7,22.65, 23.15,23.0,23.55,26241,6.18,377, 20893, 79.62
4THDIM, BE, 15-May-2023,25.1,25.2,25.6,25.2, 25.35,25.3,25.33,171047,43.32,522, -, -
515GS2025, GS, 15-May-2023,100.5,98.0,98.0,97.98, 97.98,97.98,97.98,187,0.18,3, 187, 100.00
522GS2025, GS, 15-May-2023,99.0,96.9,97.75,96.9, 97.75,97.75,97.33,450,0.44,4, 225, 50.00
574GS2026, GS, 15-May-2023,97.99,97.95,97.95,97.95, 97.95,97.95,97.95,100,0.1,1, 100, 100.00
5PAISA, EQ, 15-May-2023,313.55,316.9,316.95,308.8, 311.00,309.8,311.97,40383,125.98,1559, 25516, 63.19
610GS2031, GS, 15-May-2023,95.0,95.0,95.0,95.0, 95.00,95.0,95.0,700,0.67,2, 700, 100.00
63MOONS, EQ, 15-May-2023,174.95,174.7,175.85,172.75, 173.30,173.25,173.89,48399,84.16,1242, 32632, 67.42
654GS2032, GS, 15-May-2023,97.08,99.0,99.0,99.0, 99.00,99.0,99.0,2000,1.98,2, 2000, 100.00
667GS2035, GS, 15-May-2023,98.15,96.6,103.05,96.6, 103.05,103.05,96.6,2999,2.9,2, 2998, 99.97
667GS2050, GS, 15-May-2023,97.8,98.5,98.5,98.5, 98.50,98.5,98.5,1,0.0,1, 1, 100.00
669GS2024, GS, 15-May-2023,102.0,102.9,102.9,102.0, 102.00,102.0,102.75,591,0.61,2, 591, 100.00
676GS2061, GS, 15-May-2023,96.0,97.2,97.2,97.2, 97.20,97.2,97.2,5,0.0,1, 5, 100.00
679GS2027, GS, 15-May-2023,100.76,98.02,100.13,98.02, 100.13,100.13,99.88,250000,249.69,34, 250000, 100.00
695GS2061, GS, 15-May-2023,100.02,100.0,100.5,100.0, 100.31,100.31,100.36,4115,4.13,9, 4115, 100.00
699GS2026, GS, 15-May-2023,101.0,99.75,103.0,99.75, 100.50,100.55,102.1,631,0.64,5, 531, 84.15
699GS2051, GS, 15-May-2023,101.0,101.0,102.39,101.0, 102.39,102.39,101.21,8002,8.1,7, 7849, 98.09
706GS2028, GS, 15-May-2023,101.55,101.55,101.55,101.5, 101.50,101.5,101.5,5493,5.58,2, 5493, 100.00
710GS2029, GS, 15-May-2023,101.2,100.0,101.2,100.0, 101.00,101.0,101.04,97250,98.26,83, 97250, 100.00
716GS2050, GS, 15-May-2023,103.4,103.4,103.4,103.4, 103.40,103.4,103.4,400,0.41,1, 400, 100.00
717GS2028, GS, 15-May-2023,102.0,102.0,102.0,102.0, 102.00,102.0,102.0,100,0.1,1, 100, 100.00
717GS2030, GS, 15-May-2023,101.5,103.0,106.57,102.0, 102.00,102.0,104.12,843,0.88,6, 643, 76.28
726GS2032, GS, 15-May-2023,103.09,103.3,103.39,103.25, 103.25,103.25,103.37,22600,23.36,6, 22500, 99.56
726GS2033, GS, 15-May-2023,103.25,104.25,104.25,104.25, 104.25,104.25,104.25,485,0.51,1, 485, 100.00
732GS2024, GS, 15-May-2023,101.09,101.72,102.0,101.72, 102.00,102.0,102.0,102,0.1,2, 101, 99.02
736GS2052, GS, 15-May-2023,103.75,103.41,103.41,103.41, 103.41,103.41,103.41,210,0.22,1, 210, 100.00
738GS2027, GS, 15-May-2023,104.55,104.7,104.7,104.45, 104.64,104.64,104.65,36800,38.51,24, 34302, 93.21
741GS2036, GS, 15-May-2023,105.5,105.15,105.15,105.15, 105.15,105.15,105.15,1000,1.05,1, 1000, 100.00
74GS2062, GS, 15-May-2023,103.5,103.28,104.5,103.28, 103.55,104.02,103.55,1825,1.89,6, 1245, 68.22
