SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 30-Dec-2022,111.2,116.0,116.0,116.0,116.0,116.0,116.0,1,0.0,1, 1, 100.00
20MICRONS, EQ, 30-Dec-2022,91.1,91.45,92.55,90.2,91.2,91.05,91.35,73604,67.24,1735, 38171, 51.86
21STCENMGM, EQ, 30-Dec-2022,22.15,22.0,22.55,22.0,22.5,22.55,22.24,61746,13.73,305, 2486, 4.03
3IINFOLTD, EQ, 30-Dec-2022,40.4,41.0,41.6,40.65,40.85,40.75,41.03,367046,150.6,2158, 162682, 44.32
3MINDIA, EQ, 30-Dec-2022,22017.3,22075.05,22188.95,21900.0,21970.0,21943.1,22026.62,760,167.4,554, 368, 48.42
3PLAND, EQ, 30-Dec-2022,17.5,17.55,17.65,16.7,16.7,16.8,17.18,4025,0.69,90, 2712, 67.38
426GS2023, GS, 30-Dec-2022,98.9,98.9,98.9,98.9,98.9,98.9,98.9,1000,0.99,1, 1000, 100.00
456GS2023, GS, 30-Dec-2022,98.6,97.05,97.05,97.05,97.05,97.05,97.05,100,0.1,1, 100, 100.00
4THDIM, BE, 30-Dec-2022,115.0,115.5,117.0,115.05,117.0,116.65,116.14,13091,15.2,87, -, -
574GS2026, GS, 30-Dec-2022,94.75,95.0,95.0,95.0,95.0,95.0,95.0,1000,0.95,1, 1000, 100.00
5PAISA, EQ, 30-Dec-2022,305.3,306.8,309.0,305.55,306.55,307.55,307.02,7900,24.25,626, 3881, 49.13
610GS2031, GS, 30-Dec-2022,92.0,96.5,96.5,96.5,96.5,96.5,96.5,5000,4.83,2, 5000, 100.00
63MOONS, EQ, 30-Dec-2022,167.3,168.0,173.7,163.0,166.1,167.6,169.55,281022,476.48,7311, 88512, 31.50
664GS2035, GS, 30-Dec-2022,91.0,92.1,92.1,92.1,92.1,92.1,92.1,1000,0.92,1, 1000, 100.00
667GS2035, GS, 30-Dec-2022,99.96,99.95,99.96,99.95,99.96,99.95,99.96,2,0.0,2, 1, 50.00
667GS2050, GS, 30-Dec-2022,91.99,91.99,92.0,91.35,91.35,91.35,91.92,7594,6.98,24, 5993, 78.92
669GS2024, GS, 30-Dec-2022,100.65,101.0,101.0,101.0,101.0,101.0,101.0,300,0.3,2, 300, 100.00
676GS2061, GS, 30-Dec-2022,96.0,96.0,96.0,96.0,96.0,96.0,96.0,100,0.1,1, 100, 100.00
695GS2061, GS, 30-Dec-2022,95.45,95.45,95.45,95.21,95.21,95.22,95.27,10000,9.53,6, 10000, 100.00
699GS2051, GS, 30-Dec-2022,96.0,95.99,96.25,95.99,96.0,96.0,96.0,9738,9.35,11, 9738, 100.00
710GS2029, GS, 30-Dec-2022,100.7,100.0,100.74,100.0,100.74,100.74,100.02,2620,2.62,9, 2620, 100.00
717GS2028, GS, 30-Dec-2022,102.0,102.0,102.0,102.0,102.0,102.0,102.0,100,0.1,1, 100, 100.00
719GS2060, GS, 30-Dec-2022,104.0,105.55,105.55,105.55,105.55,105.55,105.55,200,0.21,1, 200, 100.00
726GS2029, GS, 30-Dec-2022,97.88,102.5,102.5,102.5,102.5,102.5,102.5,100,0.1,2, 100, 100.00
726GS2032, GS, 30-Dec-2022,102.75,102.0,102.5,100.5,100.6,100.6,100.65,43000,43.28,7, 43000, 100.00
736GS2052, GS, 30-Dec-2022,100.0,100.0,102.0,100.0,102.0,102.0,100.04,1530,1.53,2, 1530, 100.00
738GS2027, GS, 30-Dec-2022,101.5,99.7,102.0,99.7,101.75,101.72,101.63,50200,51.02,23, 50190, 99.98
741GS2036, GS, 30-Dec-2022,100.5,100.0,100.8,100.0,100.8,100.8,100.07,2558,2.56,4, 2558, 100.00
754GS2036, GS, 30-Dec-2022,102.46,102.6,102.6,102.2,102.27,102.29,102.3,163075,166.82,107, 163000, 99.95
759GS2026, GS, 30-Dec-2022,104.0,105.1,105.1,105.1,105.1,105.1,105.1,1287,1.35,2, 1287, 100.00
824GS2033, GS, 30-Dec-2022,110.0,115.0,115.0,110.57,110.57,110.57,111.71,167,0.19,4, 167, 100.00
828GS2027, GS, 30-Dec-2022,105.55,106.75,106.75,106.75,106.75,106.75,106.75,8400,8.97,1, 8400, 100.00
897GS2030, GS, 30-Dec-2022,112.49,112.5,112.5,111.5,111.5,111.5,111.93,4685,5.24,6, 4685, 100.00
A2ZINFRA, EQ, 30-Dec-2022,9.95,10.15,10.3,9.85,9.95,9.95,10.02,620033,62.14,778, 480105, 77.43
AAATECH, EQ, 30-Dec-2022,57.05,61.75,61.75,56.5,60.2,59.85,59.21,16284,9.64,201, 13206, 81.10
AAKASH, EQ, 30-Dec-2022,6.8,6.9,6.95,6.6,6.9,6.9,6.87,239966,16.48,706, 191705, 79.89
AAL, ST, 30-Dec-2022,126.1,132.4,132.4,132.4,132.4,132.4,132.4,44800,59.32,27, 44800, 100.00
AAREYDRUGS, EQ, 30-Dec-2022,39.6,40.0,40.05,38.25,38.95,38.65,39.15,59119,23.14,550, 42181, 71.35
AARON, EQ, 30-Dec-2022,170.9,174.0,174.0,168.6,170.0,172.5,172.02,5436,9.35,209, 3202, 58.90
AARTIDRUGS, EQ, 30-Dec-2022,451.05,455.0,461.0,450.65,460.0,460.1,458.63,86327,395.92,6537, 50099, 58.03
AARTIIND, EQ, 30-Dec-2022,610.9,611.85,617.45,609.0,610.9,610.1,612.46,343304,2102.61,13539, 135306, 39.41
AARTISURF, EQ, 30-Dec-2022,623.3,632.0,639.0,626.5,639.0,633.25,632.65,5321,33.66,1149, 2621, 49.26
AARVEEDEN, EQ, 30-Dec-2022,23.6,23.95,24.3,23.5,24.0,23.7,23.88,11205,2.68,143, 4739, 42.29
AARVI, EQ, 30-Dec-2022,153.5,155.5,184.2,153.85,177.0,177.65,179.43,331613,595.0,5862, 65352, 19.71
AAVAS, EQ, 30-Dec-2022,1854.9,1864.7,1890.0,1838.0,1848.8,1845.85,1869.38,79501,1486.18,7465, 48569, 61.09
ABAN, EQ, 30-Dec-2022,48.65,48.9,49.9,48.0,48.5,48.45,48.96,138037,67.58,1986, 50285, 36.43
ABB, EQ, 30-Dec-2022,2684.2,2694.5,2727.95,2676.8,2677.0,2683.0,2699.73,155615,4201.19,16696, 77346, 49.70
ABBOTINDIA, EQ, 30-Dec-2022,21726.2,21675.0,21850.0,21232.75,21400.0,21367.2,21501.53,14422,3100.95,4509, 6200, 42.99
ABCAPITAL, EQ, 30-Dec-2022,150.15,151.3,151.9,149.2,149.8,150.2,150.44,3142519,4727.49,16709, 1026919, 32.68
ABCOTS, SM, 30-Dec-2022,48.0,47.8,49.45,47.8,49.45,49.45,48.7,24000,11.69,6, 16000, 66.67
ABFRL, EQ, 30-Dec-2022,288.05,289.0,292.1,286.7,288.0,287.5,289.58,953681,2761.63,15107, 254438, 26.68
