SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 05-Apr-2022,84.65,85.7,88.4,84.2, 86.20,85.75,86.25,308584,266.15,3648, 146851, 47.59
21STCENMGM, EQ, 05-Apr-2022,29.15,28.6,29.7,28.6, 29.70,29.7,29.44,22255,6.55,220, 17304, 77.75
3IINFOLTD, EQ, 05-Apr-2022,56.45,59.25,59.25,59.25, 59.25,59.25,59.25,153812,91.13,512, 113812, 73.99
3MINDIA, EQ, 05-Apr-2022,20418.25,20418.25,21638.0,20418.25, 21300.00,21284.75,21199.22,6074,1287.64,2954, 2152, 35.43
3PLAND, EQ, 05-Apr-2022,15.85,16.45,16.6,15.2, 16.50,16.5,16.12,7205,1.16,104, 3750, 52.05
5PAISA, EQ, 05-Apr-2022,378.95,382.35,385.55,372.85, 375.25,376.7,379.99,32137,122.12,1437, 19425, 60.44
63MOONS, BE, 05-Apr-2022,279.85,280.0,293.8,279.85, 293.80,293.8,291.52,97257,283.52,1024, -, -
654GS2032, GS, 05-Apr-2022,98.8,100.0,100.0,100.0, 100.00,100.0,100.0,30,0.03,2, 30, 100.00
667GS2035, GS, 05-Apr-2022,98.0,97.0,97.99,97.0, 97.99,97.99,97.52,7025,6.85,8, 6494, 92.44
667GS2050, GS, 05-Apr-2022,97.01,97.0,97.0,96.1, 97.00,97.0,96.99,20103,19.5,27, 20003, 99.50
676GS2061, GS, 05-Apr-2022,97.25,97.25,97.25,97.25, 97.25,97.25,97.25,1033,1.0,3, 1033, 100.00
68GS2060, GS, 05-Apr-2022,99.0,94.57,94.57,94.57, 94.57,94.57,94.57,100,0.09,1, 100, 100.00
699GS2051, GS, 05-Apr-2022,101.25,98.95,98.95,98.0, 98.80,98.81,98.88,3512,3.47,10, 3512, 100.00
727GS2026, GS, 05-Apr-2022,105.0,99.81,99.81,99.81, 99.81,99.81,99.81,100,0.1,1, 100, 100.00
A2ZINFRA, EQ, 05-Apr-2022,10.6,11.1,11.1,10.85, 11.10,11.1,11.1,170027,18.87,237, 159175, 93.62
AAKASH, EQ, 05-Apr-2022,25.45,24.35,25.8,24.35, 25.40,25.35,25.16,679704,171.02,750, 395836, 58.24
