SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 01-Sep-2022,110.26,112.0,112.0,112.0,112.0,112.0,112.0,1,0.0,1, 1, 100.00
20MICRONS, EQ, 01-Sep-2022,109.65,109.65,111.4,107.25,110.0,108.85,109.5,221528,242.56,3746, 89750, 40.51
21STCENMGM, EQ, 01-Sep-2022,29.4,28.85,29.4,28.85,28.85,28.85,29.01,8928,2.59,71, 7283, 81.57
3IINFOLTD, EQ, 01-Sep-2022,44.4,44.9,47.9,44.1,47.25,46.95,46.71,2317858,1082.77,13487, 802853, 34.64
3MINDIA, EQ, 01-Sep-2022,23314.35,23489.0,23510.1,22811.0,22940.05,22907.4,23188.91,2172,503.66,1206, 722, 33.24
3PLAND, EQ, 01-Sep-2022,17.7,17.7,18.55,17.1,18.25,18.5,18.12,27757,5.03,194, 20142, 72.57
515GS2025, GS, 01-Sep-2022,94.0,89.31,89.31,89.31,89.31,89.31,89.31,4,0.0,1, 4, 100.00
5PAISA, EQ, 01-Sep-2022,345.15,372.0,377.4,337.1,338.1,340.95,358.62,445748,1598.55,15071, 170799, 38.32
622GS2035, GS, 01-Sep-2022,91.0,90.5,90.5,90.5,90.5,90.5,90.5,500,0.45,1, 500, 100.00
63MOONS, EQ, 01-Sep-2022,181.45,179.0,190.9,179.0,187.9,188.5,185.91,107046,199.01,2485, 57187, 53.42
654GS2032, GS, 01-Sep-2022,94.25,96.55,96.55,96.55,96.55,96.55,96.55,2000,1.93,2, 2000, 100.00
667GS2035, GS, 01-Sep-2022,96.57,96.57,96.98,96.01,96.01,96.01,96.49,2389,2.31,7, 2016, 84.39
667GS2050, GS, 01-Sep-2022,91.36,91.0,93.2,91.0,93.2,93.2,91.03,506,0.46,3, 500, 98.81
695GS2061, GS, 01-Sep-2022,94.5,95.88,96.0,95.0,95.5,95.5,95.28,851,0.81,6, 751, 88.25
699GS2051, GS, 01-Sep-2022,95.58,96.3,96.3,95.58,95.58,95.58,95.94,3,0.0,3, 2, 66.67
710GS2029, GS, 01-Sep-2022,101.01,101.1,101.1,101.01,101.01,101.01,101.02,100,0.1,3, 100, 100.00
726GS2032, GS, 01-Sep-2022,99.95,99.95,99.95,99.95,99.95,99.95,99.95,1719,1.72,4, 1719, 100.00
738GS2027, GS, 01-Sep-2022,103.99,103.89,103.89,103.5,103.7,103.69,103.68,14052,14.57,21, 13952, 99.29
754GS2036, GS, 01-Sep-2022,104.0,104.5,104.5,103.9,103.9,103.9,104.0,1046,1.09,4, 1046, 100.00
A2ZINFRA, EQ, 01-Sep-2022,12.4,12.2,12.6,12.15,12.25,12.25,12.29,303755,37.33,577, 225462, 74.22
AAATECH, SM, 01-Sep-2022,124.0,131.0,136.4,130.0,130.0,130.0,132.87,69000,91.68,22, 36000, 52.17
AAKASH, EQ, 01-Sep-2022,12.3,12.4,12.65,12.0,12.45,12.45,12.43,153684,19.11,479, 99472, 64.73
AAREYDRUGS, EQ, 01-Sep-2022,38.9,39.25,39.9,38.75,39.0,38.95,39.37,43188,17.0,538, 32716, 75.75
AARON, EQ, 01-Sep-2022,166.35,185.0,198.65,172.6,198.6,198.5,195.1,487175,950.47,9686, 150484, 30.89
AARTIDRUGS, EQ, 01-Sep-2022,431.5,427.0,439.5,426.05,435.55,435.95,435.57,82306,358.5,4179, 28655, 34.82
AARTIIND, EQ, 01-Sep-2022,830.7,826.0,843.7,824.1,836.0,835.05,836.5,681162,5697.9,26912, 319915, 46.97
AARTISURF, EQ, 01-Sep-2022,738.25,745.55,885.9,744.95,885.9,885.9,869.65,247812,2155.09,10743, 73250, 29.56
AARVEEDEN, EQ, 01-Sep-2022,28.3,28.9,29.0,27.1,28.15,27.45,27.83,62504,17.39,576, 34428, 55.08
AARVI, EQ, 01-Sep-2022,106.1,106.85,109.55,106.0,106.3,106.4,107.34,14369,15.42,373, 8847, 61.57
AAVAS, EQ, 01-Sep-2022,2274.6,2253.9,2334.55,2253.9,2300.8,2307.1,2295.37,130254,2989.82,19655, 86301, 66.26
ABAN, EQ, 01-Sep-2022,57.9,57.2,57.9,54.85,55.0,55.15,55.92,566905,317.02,5144, 300808, 53.06
ABB, EQ, 01-Sep-2022,3262.75,3254.9,3429.35,3244.8,3392.0,3403.7,3367.22,1034069,34819.41,93477, 462402, 44.72
ABBOTINDIA, EQ, 01-Sep-2022,18739.75,18749.5,18800.0,18411.0,18450.0,18447.85,18525.15,13912,2577.22,4221, 8455, 60.77
ABCAPITAL, EQ, 01-Sep-2022,114.25,113.8,115.0,113.05,113.95,113.8,113.9,1858523,2116.9,10131, 639282, 34.40
ABCOTS, SM, 01-Sep-2022,36.1,37.95,39.1,37.95,39.1,39.1,38.5,24000,9.24,6, 24000, 100.00
ABFRL, EQ, 01-Sep-2022,305.95,308.0,308.4,301.55,306.15,305.85,304.75,2013446,6136.02,22741, 550734, 27.35
ABMINTLLTD, BE, 01-Sep-2022,77.05,79.0,80.9,78.5,80.9,80.9,79.84,362,0.29,14, -, -
ABSLAMC, EQ, 01-Sep-2022,460.0,460.0,470.4,456.05,467.6,467.2,465.38,84500,393.25,3707, 54385, 64.36
ABSLBANETF, EQ, 01-Sep-2022,39.48,39.99,39.99,38.53,39.29,39.32,39.27,12150,4.77,197, 4415, 36.34
ABSLNN50ET, EQ, 01-Sep-2022,44.78,45.25,45.25,43.5,44.98,44.96,44.77,2003,0.9,100, 1255, 62.66
ACC, EQ, 01-Sep-2022,2299.7,2294.7,2314.35,2290.0,2295.0,2296.35,2298.67,282890,6502.71,17029, 140045, 49.51
ACCELYA, EQ, 01-Sep-2022,1124.05,1136.5,1166.05,1120.5,1135.0,1132.95,1143.48,17585,201.08,2199, 9649, 54.87
ACCURACY, EQ, 01-Sep-2022,201.9,205.5,205.5,201.0,201.0,201.2,201.61,7715,15.55,208, 5022, 65.09
ACE, EQ, 01-Sep-2022,252.95,250.0,268.0,247.95,265.0,264.8,260.31,1266358,3296.48,17439, 613382, 48.44
ACRYSIL, EQ, 01-Sep-2022,695.75,698.0,720.0,695.75,709.6,709.05,707.48,103613,733.04,7155, 44792, 43.23
ADANIENT, EQ, 01-Sep-2022,3194.35,3200.0,3245.0,3184.4,3237.0,3233.25,3216.37,1880363,60479.43,69275, 289521, 15.40
ADANIGREEN, EQ, 01-Sep-2022,2436.2,2431.5,2431.5,2375.1,2393.9,2393.1,2400.6,1178816,28298.63,61090, 513489, 43.56
ADANIPORTS, EQ, 01-Sep-2022,842.15,841.8,846.55,831.35,836.5,837.8,839.74,3888408,32652.33,63796, 626618, 16.12
ADANIPOWER, BE, 01-Sep-2022,413.95,417.0,418.85,400.05,407.8,408.5,410.4,5302707,21762.16,86775, -, -
ADANITRANS, EQ, 01-Sep-2022,3960.7,3982.0,3984.8,3825.05,3885.0,3880.45,3913.28,595048,23285.89,45575, 253615, 42.62
ADFFOODS, EQ, 01-Sep-2022,725.55,738.0,738.0,716.8,724.6,720.35,728.55,11238,81.87,1151, 6197, 55.14
ADL, BE, 01-Sep-2022,73.3,73.3,76.95,70.0,76.95,76.95,75.37,17952,13.53,156, -, -
ADORWELD, EQ, 01-Sep-2022,921.75,925.0,925.0,882.65,905.0,901.55,904.17,58113,525.44,7532, 26121, 44.95
ADROITINFO, BE, 01-Sep-2022,17.4,16.6,17.55,16.55,16.6,16.7,16.87,22715,3.83,125, -, -
ADSL, EQ, 01-Sep-2022,114.8,114.95,116.65,112.1,113.45,112.95,113.86,191061,217.53,3517, 127280, 66.62
ADVANIHOTR, EQ, 01-Sep-2022,81.0,80.85,82.2,79.0,81.45,81.05,81.32,38496,31.3,467, 20831, 54.11
ADVENZYMES, EQ, 01-Sep-2022,268.9,268.0,272.0,267.2,268.9,268.3,269.51,59947,161.56,2820, 29941, 49.95
AEGISCHEM, EQ, 01-Sep-2022,294.1,291.55,303.55,286.1,297.0,296.45,296.32,886291,2626.25,19425, 247320, 27.91
AETHER, EQ, 01-Sep-2022,863.9,863.9,950.25,859.5,918.8,921.3,934.49,379500,3546.4,15212, 126134, 33.24
AFFLE, EQ, 01-Sep-2022,1309.45,1311.0,1338.95,1302.0,1311.9,1312.55,1320.48,506205,6684.36,23831, 190980, 37.73
AGARIND, EQ, 01-Sep-2022,663.9,659.0,707.4,659.0,697.9,696.1,690.4,204529,1412.06,9945, 86083, 42.09
AGI, EQ, 01-Sep-2022,314.25,313.7,319.65,304.6,311.95,310.0,311.99,285256,889.96,9851, 99306, 34.81
AGNI, SM, 01-Sep-2022,31.65,34.3,34.8,33.8,34.8,34.8,34.61,660000,228.44,64, 530000, 80.30
AGRITECH, BE, 01-Sep-2022,88.35,88.35,88.4,87.0,88.4,88.35,87.95,1390,1.22,35, -, -
AGROPHOS, EQ, 01-Sep-2022,36.3,36.9,39.9,36.3,39.9,39.9,38.81,322851,125.28,1109, 244269, 75.66
AGSTRA, EQ, 01-Sep-2022,86.55,86.0,87.85,85.7,86.5,86.3,86.67,143930,124.74,2968, 59687, 41.47
AHLADA, EQ, 01-Sep-2022,129.2,129.4,130.0,117.35,121.25,122.3,121.87,75851,92.44,1160, 34505, 45.49
AHLEAST, EQ, 01-Sep-2022,232.65,229.2,239.0,229.0,239.0,238.05,235.04,53329,125.34,223, 51633, 96.82
AHLUCONT, EQ, 01-Sep-2022,436.9,443.0,443.95,435.0,438.45,437.15,439.79,7259,31.92,675, 3894, 53.64
AIAENG, EQ, 01-Sep-2022,2607.55,2625.25,2680.55,2590.05,2617.55,2625.05,2641.86,101958,2693.59,22691, 58529, 57.41
AILIMITED, SM, 01-Sep-2022,35.0,36.4,36.4,33.25,36.35,36.35,35.03,39000,13.66,11, 27000, 69.23
AIRAN, EQ, 01-Sep-2022,19.4,19.35,19.6,19.25,19.45,19.35,19.4,174834,33.93,1096, 101600, 58.11
AIROLAM, EQ, 01-Sep-2022,71.05,71.0,75.8,70.35,73.6,73.05,74.04,21915,16.23,302, 16342, 74.57
AIRTELPP, E1, 01-Sep-2022,346.3,345.0,358.9,344.1,347.9,347.4,354.58,865639,3069.35,10572, 718386, 82.99
AJANTPHARM, EQ, 01-Sep-2022,1369.95,1369.0,1382.85,1345.0,1374.0,1376.4,1362.34,66453,905.32,7067, 23269, 35.02
AJMERA, EQ, 01-Sep-2022,267.2,265.9,276.05,264.3,269.5,270.6,271.19,57722,156.53,3083, 27665, 47.93
AJOONI, EQ, 01-Sep-2022,41.8,41.3,42.75,41.25,42.4,42.45,42.03,294591,123.81,1278, 137373, 46.63
AJRINFRA, EQ, 01-Sep-2022,1.45,1.5,1.5,1.45,1.5,1.5,1.47,1260162,18.56,559, 948021, 75.23
AKASH, BE, 01-Sep-2022,47.6,45.65,48.9,45.65,47.0,47.05,47.41,10958,5.19,165, -, -
AKG, EQ, 01-Sep-2022,47.0,48.65,51.7,47.1,51.7,51.7,49.72,209865,104.36,562, 142078, 67.70
AKSHAR, EQ, 01-Sep-2022,119.7,121.85,124.9,115.0,117.1,120.65,119.42,15781,18.85,517, 9879, 62.60
