SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 04-Mar-2020,31.1,31.15,31.4,30.0, 30.90,30.25,30.56,18843,5.76,373, 12634, 67.05
21STCENMGM, EQ, 04-Mar-2020,12.3,12.1,12.1,12.1, 12.10,12.1,12.1,50,0.01,1, 50, 100.00
3IINFOTECH, EQ, 04-Mar-2020,1.95,1.95,1.95,1.85, 1.85,1.85,1.88,998457,18.82,425, 726183, 72.73
3MINDIA, EQ, 04-Mar-2020,20632.95,20790.0,22599.0,20430.15, 22140.00,22335.75,21901.56,39991,8758.65,16719, 8547, 21.37
3PLAND, EQ, 04-Mar-2020,4.5,4.3,4.3,4.3, 4.30,4.3,4.3,104,0.0,3, 104, 100.00
5PAISA, EQ, 04-Mar-2020,158.35,164.5,164.5,154.55, 156.00,155.0,156.35,5450,8.52,242, 4623, 84.83
63MOONS, EQ, 04-Mar-2020,90.4,91.0,92.0,87.5, 88.65,88.7,89.31,70991,63.4,1232, 34583, 48.71
772GS2049, GS, 04-Mar-2020,110.25,110.25,110.25,110.25, 110.25,110.25,110.25,2,0.0,1, 2, 100.00
A2ZINFRA, EQ, 04-Mar-2020,4.0,3.9,4.15,3.85, 4.05,4.05,3.99,354604,14.16,364, 206863, 58.34
AARON, SM, 04-Mar-2020,47.9,46.4,46.4,46.4, 46.40,46.4,46.4,3300,1.53,1, 3300, 100.00
AARTIDRUGS, EQ, 04-Mar-2020,651.0,660.6,669.95,640.85, 649.50,654.3,654.38,49740,325.49,3794, 22338, 44.91
AARTIIND, EQ, 04-Mar-2020,983.45,986.25,989.7,957.1, 963.75,963.7,970.26,258701,2510.06,13960, 204943, 79.22
AARVEEDEN, EQ, 04-Mar-2020,12.55,13.0,13.0,12.05, 12.50,12.45,12.38,1393,0.17,31, 1301, 93.40
AAVAS, EQ, 04-Mar-2020,1918.2,1915.1,1944.0,1872.0, 1900.00,1899.2,1905.36,68659,1308.2,9046, 51395, 74.86
ABAN, EQ, 04-Mar-2020,20.1,21.35,21.35,19.8, 19.90,20.05,20.05,46023,9.23,430, 25478, 55.36
ABB, EQ, 04-Mar-2020,1161.0,1168.95,1178.65,1150.0, 1155.00,1157.15,1157.64,41444,479.77,4791, 28061, 67.71
ABBOTINDIA, EQ, 04-Mar-2020,15427.65,15562.0,15562.0,14500.0, 15010.00,14992.3,14998.46,15287,2292.81,5831, 7182, 46.98
ABCAPITAL, EQ, 04-Mar-2020,77.85,78.9,79.15,74.1, 75.30,75.45,76.47,1415274,1082.32,13014, 647938, 45.78
ABFRL, EQ, 04-Mar-2020,254.25,256.0,259.65,243.3, 249.40,250.15,250.34,1781283,4459.26,26510, 1375396, 77.21
ABSLBANETF, EQ, 04-Mar-2020,289.87,287.7,287.7,284.02, 284.70,284.7,285.47,3,0.01,3, 2, 66.67
ABSLNN50ET, EQ, 04-Mar-2020,271.67,277.0,277.0,266.68, 269.01,269.01,269.08,200,0.54,6, 111, 55.50
ACC, EQ, 04-Mar-2020,1335.25,1340.35,1344.45,1294.15, 1320.00,1325.6,1319.27,630269,8314.93,29984, 158187, 25.10
ACCELYA, EQ, 04-Mar-2020,1045.3,1035.25,1042.0,1025.3, 1039.95,1031.25,1033.26,5678,58.67,317, 5231, 92.13
ACCORD, SM, 04-Mar-2020,16.5,16.5,16.5,15.0, 15.00,15.0,15.75,4000,0.63,2, 4000, 100.00
ACCURACY, SM, 04-Mar-2020,20.85,20.9,20.9,19.85, 19.85,19.85,20.07,166400,33.4,41, 160000, 96.15
ACE, EQ, 04-Mar-2020,68.2,68.2,70.3,64.0, 64.25,64.35,66.24,221923,147.0,2380, 110357, 49.73
ADANIENT, EQ, 04-Mar-2020,225.75,226.1,227.0,213.55, 222.70,221.1,219.77,5216787,11464.74,23482, 669230, 12.83
ADANIGAS, EQ, 04-Mar-2020,134.25,134.25,134.85,126.35, 130.00,130.4,129.96,2325074,3021.75,24164, 831409, 35.76
ADANIGREEN, EQ, 04-Mar-2020,159.5,159.25,159.5,151.55, 151.55,152.0,153.41,480121,736.57,5785, 294959, 61.43
ADANIPORTS, EQ, 04-Mar-2020,347.3,347.8,349.8,339.9, 347.00,345.95,345.31,3490806,12054.11,64937, 1823815, 52.25
ADANIPOWER, EQ, 04-Mar-2020,48.9,48.5,48.9,46.0, 47.30,47.65,47.46,9510975,4514.03,14337, 802606, 8.44
ADANITRANS, EQ, 04-Mar-2020,256.4,258.5,258.5,248.1, 249.95,249.95,249.95,168073,420.1,2747, 121934, 72.55
ADFFOODS, EQ, 04-Mar-2020,257.3,257.3,261.65,245.0, 245.45,248.1,255.16,41357,105.53,744, 26776, 64.74
ADHUNIKIND, EQ, 04-Mar-2020,31.35,30.75,30.75,29.8, 29.80,29.8,29.8,220723,65.78,59, 218584, 99.03
ADLABS, EQ, 04-Mar-2020,3.65,3.8,3.8,3.5, 3.50,3.5,3.55,35737,1.27,239, 29313, 82.02
ADORWELD, EQ, 04-Mar-2020,295.75,295.0,297.0,291.25, 296.80,296.25,294.48,3318,9.77,186, 2481, 74.77
ADROITINFO, EQ, 04-Mar-2020,6.3,6.5,6.5,6.05, 6.40,6.4,6.37,2945,0.19,10, 2445, 83.02
ADSL, EQ, 04-Mar-2020,17.95,18.8,18.8,17.1, 17.40,17.2,17.45,45350,7.91,200, 35298, 77.83
ADVANIHOTR, EQ, 04-Mar-2020,51.6,50.15,52.0,50.0, 50.05,50.5,51.07,3508,1.79,64, 3022, 86.15
ADVENZYMES, EQ, 04-Mar-2020,152.85,155.85,155.85,149.1, 150.95,150.3,150.93,32621,49.23,904, 22385, 68.62
AEGISCHEM, EQ, 04-Mar-2020,214.95,215.5,216.85,200.0, 208.00,208.9,207.59,178430,370.41,4459, 99394, 55.70
AFFLE, BE, 04-Mar-2020,1817.15,1855.1,1855.1,1726.3, 1726.30,1726.3,1740.15,31204,543.0,3985, -, -
AGARIND, EQ, 04-Mar-2020,74.35,72.0,75.0,70.1, 71.80,71.6,72.75,1430,1.04,74, 1133, 79.23
AGCNET, BE, 04-Mar-2020,390.95,372.0,372.0,371.45, 371.45,371.45,371.48,1583,5.88,20, -, -
AGRITECH, EQ, 04-Mar-2020,38.5,38.05,38.05,35.5, 35.70,36.2,36.98,9391,3.47,219, 7262, 77.33
AGROPHOS, EQ, 04-Mar-2020,13.35,12.8,13.95,12.7, 12.70,12.7,12.93,90523,11.71,287, 68220, 75.36
