SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 26-Feb-2020,33.5,33.9,33.9,33.0, 33.65,33.5,33.46,11548,3.86,266, 7137, 61.80
21STCENMGM, EQ, 26-Feb-2020,12.6,12.6,12.6,12.35, 12.35,12.35,12.35,780,0.1,17, 778, 99.74
3IINFOTECH, EQ, 26-Feb-2020,2.15,2.1,2.15,2.0, 2.05,2.05,2.07,1565461,32.47,582, 960870, 61.38
3MINDIA, EQ, 26-Feb-2020,20881.25,20815.0,21100.0,20700.0, 20868.00,20771.6,20925.39,3205,670.66,1112, 2102, 65.59
3PLAND, EQ, 26-Feb-2020,4.75,4.95,4.95,4.6, 4.60,4.65,4.75,3502,0.17,18, 3266, 93.26
5PAISA, EQ, 26-Feb-2020,173.45,165.05,177.9,161.0, 166.70,165.75,166.52,14956,24.91,439, 9462, 63.27
63MOONS, EQ, 26-Feb-2020,94.85,93.5,98.1,93.15, 94.10,94.25,95.23,95532,90.98,1839, 36559, 38.27
762GS2039, GS, 26-Feb-2020,101.43,106.5,106.5,106.5, 106.50,106.5,106.5,700,0.75,16, 700, 100.00
763GS2059, GS, 26-Feb-2020,107.0,110.1,110.1,110.1, 110.10,110.1,110.1,100,0.11,2, 100, 100.00
824GS2027, GS, 26-Feb-2020,104.0,104.0,104.0,104.0, 104.00,104.0,104.0,100,0.1,3, 100, 100.00
A2ZINFRA, EQ, 26-Feb-2020,4.7,4.45,4.85,4.4, 4.50,4.6,4.73,370494,17.52,446, 252663, 68.20
AARON, SM, 26-Feb-2020,49.4,49.1,49.1,49.1, 49.10,49.1,49.1,3300,1.62,1, 3300, 100.00
AARTIDRUGS, EQ, 26-Feb-2020,677.75,679.95,764.8,665.55, 749.00,747.0,731.77,328446,2403.46,17916, 94058, 28.64
