SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 16-Dec-2021,62.45,63.05,64.4,60.15, 61.10,61.15,62.36,492105,306.88,6918, 278611, 56.62
21STCENMGM, EQ, 16-Dec-2021,54.05,53.0,54.45,53.0, 53.00,53.0,53.22,8577,4.56,182, 6203, 72.32
3IINFOLTD, EQ, 16-Dec-2021,116.65,116.65,119.3,110.85, 110.85,110.85,113.54,4068656,4619.48,21605, 2959396, 72.74
3MINDIA, EQ, 16-Dec-2021,24668.75,24750.0,25041.3,24728.15, 25000.00,24926.6,24955.82,2818,703.26,1237, 2117, 75.12
3PLAND, EQ, 16-Dec-2021,13.9,14.65,14.65,13.55, 13.90,13.9,13.81,16894,2.33,129, 7043, 41.69
585GS2030, GS, 16-Dec-2021,93.9,98.4,98.4,98.4, 98.40,98.4,98.4,1,0.0,1, 1, 100.00
5PAISA, EQ, 16-Dec-2021,430.65,433.6,445.8,433.0, 443.00,439.25,439.09,20889,91.72,1003, 14510, 69.46
63MOONS, EQ, 16-Dec-2021,206.55,216.85,216.85,196.25, 196.25,196.25,204.46,2576738,5268.46,23476, 1041496, 40.42
676GS2061, GS, 16-Dec-2021,101.0,96.0,101.5,96.0, 101.50,101.13,99.58,590,0.59,4, 590, 100.00
716GS2050, GS, 16-Dec-2021,104.51,104.5,109.1,104.0, 107.00,107.0,105.36,288,0.3,7, 288, 100.00
772GS2055, GS, 16-Dec-2021,110.0,110.0,110.0,110.0, 110.00,110.0,110.0,96,0.11,6, 96, 100.00
813GS2045, GS, 16-Dec-2021,111.0,116.0,116.0,116.0, 116.00,116.0,116.0,79,0.09,3, 79, 100.00
A2ZINFRA, BE, 16-Dec-2021,7.5,7.85,7.85,7.2, 7.85,7.85,7.73,1029028,79.56,1443, -, -
AAATECH, SM, 16-Dec-2021,62.0,61.0,61.0,61.0, 61.00,61.0,61.0,3000,1.83,1, 3000, 100.00
AAKASH, EQ, 16-Dec-2021,237.75,244.0,246.75,235.55, 245.40,245.55,242.74,238383,578.65,1318, 89540, 37.56
AAREYDRUGS, EQ, 16-Dec-2021,40.0,40.7,42.1,39.0, 39.85,39.65,40.82,137245,56.02,1481, 66122, 48.18
AARON, EQ, 16-Dec-2021,114.05,114.05,117.8,112.15, 114.70,112.8,113.62,5046,5.73,150, 3522, 69.80
AARTIDRUGS, EQ, 16-Dec-2021,548.7,551.25,559.0,541.25, 547.40,544.6,548.48,152241,835.02,8368, 41978, 27.57
AARTIIND, EQ, 16-Dec-2021,991.05,998.65,998.65,972.55, 986.00,983.2,982.7,354451,3483.2,15705, 132800, 37.47
AARTISURF, EQ, 16-Dec-2021,1098.75,1090.0,1119.3,1061.65, 1078.00,1069.55,1078.07,13196,142.26,2566, 6707, 50.83
AARVEEDEN, EQ, 16-Dec-2021,24.0,25.35,26.4,23.55, 26.40,25.45,25.0,67337,16.84,316, 42606, 63.27
AARVI, EQ, 16-Dec-2021,76.25,76.75,80.0,73.0, 76.00,75.7,76.23,86137,65.66,1335, 49316, 57.25
AAVAS, EQ, 16-Dec-2021,2578.15,2594.0,2598.95,2538.0, 2566.00,2557.5,2559.3,29552,756.32,8101, 16276, 55.08
ABAN, BE, 16-Dec-2021,50.15,51.55,51.55,48.5, 49.40,48.85,49.29,36409,17.95,450, -, -
ABB, EQ, 16-Dec-2021,2232.05,2220.1,2275.0,2194.0, 2269.00,2234.9,2220.48,270580,6008.18,8116, 221664, 81.92
ABBOTINDIA, EQ, 16-Dec-2021,18527.1,18620.0,18678.55,18311.0, 18407.00,18439.95,18492.29,9024,1668.74,3466, 3940, 43.66
ABCAPITAL, EQ, 16-Dec-2021,123.25,124.7,125.65,120.1, 121.00,120.85,122.94,4250313,5225.25,35178, 1619476, 38.10
ABFRL, EQ, 16-Dec-2021,282.45,284.25,286.5,272.35, 276.10,274.25,278.65,4403990,12271.6,44704, 1729661, 39.27
ABINFRA, SM, 16-Dec-2021,6.1,5.8,5.8,5.8, 5.80,5.8,5.8,4000,0.23,1, 4000, 100.00
ABMINTLLTD, EQ, 16-Dec-2021,103.9,106.85,108.05,102.75, 106.65,106.55,106.53,1359,1.45,60, 825, 60.71
ABSLAMC, EQ, 16-Dec-2021,576.4,577.0,580.25,568.8, 572.20,572.2,571.96,155670,890.37,9283, 107191, 68.86
ABSLBANETF, EQ, 16-Dec-2021,36.7,37.3,37.3,36.3, 36.50,36.42,36.6,3705,1.36,72, 2007, 54.17
ABSLNN50ET, EQ, 16-Dec-2021,43.25,43.6,43.86,43.0, 43.25,43.2,43.24,2712,1.17,77, 1991, 73.41
ACC, EQ, 16-Dec-2021,2285.5,2297.5,2298.5,2263.0, 2271.70,2266.45,2273.94,247839,5635.71,13968, 125516, 50.64
ACCELYA, EQ, 16-Dec-2021,1084.4,1100.0,1102.25,1053.0, 1067.00,1061.9,1069.08,16379,175.1,2120, 9395, 57.36
ACCORD, SM, 16-Dec-2021,17.35,16.5,16.5,16.5, 16.50,16.5,16.5,4000,0.66,2, 4000, 100.00
ACCURACY, EQ, 16-Dec-2021,211.85,214.0,218.85,207.95, 210.35,211.1,212.53,40639,86.37,1684, 21804, 53.65
ACE, EQ, 16-Dec-2021,231.8,231.1,233.55,225.3, 227.00,227.15,228.26,234526,535.32,6095, 95180, 40.58
ACRYSIL, EQ, 16-Dec-2021,866.85,895.0,895.0,845.0, 863.00,863.55,862.41,73178,631.09,5451, 27015, 36.92
ADANIENT, EQ, 16-Dec-2021,1695.3,1707.3,1719.85,1687.0, 1704.00,1702.05,1701.7,751885,12794.86,26543, 89002, 11.84
ADANIGREEN, EQ, 16-Dec-2021,1439.25,1458.0,1469.0,1395.2, 1398.80,1402.25,1429.4,508315,7265.86,28701, 313010, 61.58
ADANIPORTS, EQ, 16-Dec-2021,745.5,752.0,756.45,739.35, 746.35,745.15,746.49,3303620,24661.32,51179, 802359, 24.29
ADANIPOWER, EQ, 16-Dec-2021,102.2,103.7,103.95,100.8, 101.40,101.3,101.74,2336205,2376.94,23803, 1290743, 55.25
ADANITRANS, BE, 16-Dec-2021,1859.85,1872.0,1888.8,1820.0, 1826.00,1839.85,1867.51,376249,7026.49,6065, -, -
ADFFOODS, EQ, 16-Dec-2021,816.75,833.1,835.0,805.0, 815.00,815.75,813.76,15761,128.26,2500, 8199, 52.02
ADL, BE, 16-Dec-2021,48.9,49.8,49.8,46.7, 46.80,46.8,47.26,2659,1.26,38, -, -
ADORWELD, EQ, 16-Dec-2021,688.9,685.15,705.0,685.0, 694.00,693.6,693.89,6320,43.85,599, 3089, 48.88
ADROITINFO, BE, 16-Dec-2021,12.95,12.35,12.35,12.35, 12.35,12.35,12.35,7114,0.88,8, -, -
ADSL, EQ, 16-Dec-2021,117.45,118.8,122.0,114.15, 115.35,115.15,117.62,267689,314.85,5109, 137052, 51.20
ADVANIHOTR, EQ, 16-Dec-2021,78.05,79.5,79.5,74.85, 79.50,78.1,77.01,18890,14.55,327, 12980, 68.71
ADVENZYMES, EQ, 16-Dec-2021,348.5,353.35,357.7,347.0, 350.50,350.5,352.17,137804,485.31,9574, 51405, 37.30
AEGISCHEM, EQ, 16-Dec-2021,224.5,225.65,229.4,215.8, 218.40,218.35,220.29,2094738,4614.47,17679, 1502754, 71.74
AFFLE, EQ, 16-Dec-2021,1094.05,1105.0,1111.55,1071.5, 1090.00,1085.95,1080.87,454599,4913.62,25044, 298758, 65.72
AGARIND, EQ, 16-Dec-2021,418.6,418.2,434.0,412.0, 426.10,425.05,423.71,49399,209.31,4554, 25512, 51.64
AGRITECH, BE, 16-Dec-2021,60.4,62.6,62.6,59.35, 61.90,61.7,60.87,2841,1.73,50, -, -
AGROPHOS, EQ, 16-Dec-2021,29.75,31.45,32.7,30.7, 32.70,32.7,32.1,343157,110.17,1366, 221258, 64.48
AHIMSA, SM, 16-Dec-2021,21.0,21.0,21.0,21.0, 21.00,21.0,21.0,6000,1.26,1, 6000, 100.00
AHLADA, EQ, 16-Dec-2021,138.7,144.0,144.0,136.8, 137.10,137.6,137.88,13893,19.16,293, 10402, 74.87
AHLEAST, EQ, 16-Dec-2021,193.4,193.95,194.0,176.35, 183.40,187.65,186.1,15601,29.03,511, 8080, 51.79
AHLUCONT, EQ, 16-Dec-2021,421.75,418.0,425.95,415.35, 420.65,421.3,419.88,12786,53.69,1206, 6354, 49.69
AIAENG, EQ, 16-Dec-2021,1820.9,1830.5,1832.0,1810.0, 1823.00,1816.1,1816.55,17423,316.5,2693, 12046, 69.14
AIRAN, EQ, 16-Dec-2021,23.55,24.0,24.35,23.25, 23.95,23.65,23.7,92004,21.8,699, 62807, 68.27
AIROLAM, EQ, 16-Dec-2021,62.35,64.45,64.5,57.25, 59.20,58.55,60.73,19586,11.89,230, 10746, 54.87
AIRTELPP, E1, 16-Dec-2021,355.05,356.1,364.9,345.45, 350.70,348.6,353.65,159897,565.47,1968, 118225, 73.94
AJANTPHARM, EQ, 16-Dec-2021,2117.65,2120.0,2128.8,2070.1, 2071.15,2082.2,2086.38,73932,1542.5,12017, 48567, 65.69
AJMERA, EQ, 16-Dec-2021,284.5,290.05,292.85,283.9, 288.10,288.75,287.65,8525,24.52,357, 6192, 72.63
AJOONI, EQ, 16-Dec-2021,59.15,60.2,60.2,58.5, 58.55,58.6,59.27,4601,2.73,116, 3702, 80.46
