SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 24-Aug-2021,49.45,50.8,54.15,49.8, 53.00,52.95,52.08,107584,56.03,1639, 63612, 59.13
21STCENMGM, EQ, 24-Aug-2021,29.95,30.5,30.5,30.5, 30.50,30.5,30.5,883,0.27,13, 883, 100.00
3IINFOTECH, BE, 24-Aug-2021,7.0,6.65,7.35,6.65, 7.35,7.35,6.86,6398071,438.62,6203, -, -
3MINDIA, EQ, 24-Aug-2021,22799.9,22950.0,23228.5,22750.75, 23150.05,23193.25,22839.03,26375,6023.79,1329, 25276, 95.83
3PLAND, BE, 24-Aug-2021,13.25,12.6,13.25,12.6, 13.00,12.65,12.69,5572,0.71,47, -, -
5PAISA, EQ, 24-Aug-2021,431.45,431.45,468.85,431.45, 449.60,456.8,449.02,23062,103.55,954, 10048, 43.57
63MOONS, EQ, 24-Aug-2021,88.3,90.95,92.7,87.65, 92.70,92.7,91.32,45294,41.36,826, 26046, 57.50
667GS2050, GS, 24-Aug-2021,95.95,96.0,96.0,96.0, 96.00,96.0,96.0,1310,1.26,5, 1310, 100.00
676GS2061, GS, 24-Aug-2021,97.3,96.85,97.0,96.0, 96.50,96.5,96.61,5716,5.52,32, 5716, 100.00
757GS2033, GS, 24-Aug-2021,100.0,102.0,105.0,102.0, 105.00,105.0,104.86,220,0.23,3, 210, 95.45
772GS2055, GS, 24-Aug-2021,114.0,115.5,115.5,115.5, 115.50,115.5,115.5,3,0.0,3, 3, 100.00
A2ZINFRA, EQ, 24-Aug-2021,4.05,4.0,4.2,3.95, 4.15,4.15,4.06,232867,9.46,354, 190005, 81.59
AAKASH, EQ, 24-Aug-2021,238.45,244.0,244.0,230.0, 239.00,237.3,235.62,36117,85.1,539, 16115, 44.62
AAREYDRUGS, EQ, 24-Aug-2021,35.8,35.8,39.7,35.8, 39.70,38.9,38.23,101363,38.75,1250, 75693, 74.68
AARON, EQ, 24-Aug-2021,96.9,100.0,101.0,92.1, 94.05,95.45,95.51,14606,13.95,266, 10042, 68.75
AARTIDRUGS, EQ, 24-Aug-2021,586.55,586.55,616.0,581.35, 614.95,613.5,602.55,270001,1626.9,14879, 82863, 30.69
AARTIIND, EQ, 24-Aug-2021,910.9,912.5,924.75,905.0, 920.00,921.0,916.45,654746,6000.45,22753, 229364, 35.03
AARTISURF, EQ, 24-Aug-2021,1298.05,1340.0,1420.0,1315.0, 1414.95,1399.15,1378.26,39800,548.55,6379, 10998, 27.63
AARVEEDEN, EQ, 24-Aug-2021,17.6,17.6,18.45,16.75, 18.45,18.4,17.01,29980,5.1,162, 19627, 65.47
AARVI, EQ, 24-Aug-2021,50.6,52.55,52.55,50.65, 51.75,51.75,51.75,22840,11.82,263, 18114, 79.31
AAVAS, EQ, 24-Aug-2021,2378.0,2395.0,2423.7,2360.5, 2409.15,2403.55,2397.54,115256,2763.31,10262, 58496, 50.75
ABAN, EQ, 24-Aug-2021,37.9,38.0,40.0,37.0, 38.90,38.75,38.63,93134,35.98,1522, 48713, 52.30
ABB, EQ, 24-Aug-2021,1674.95,1679.9,1725.0,1662.05, 1685.00,1696.9,1696.93,76587,1299.63,13700, 35993, 47.00
ABBOTINDIA, EQ, 24-Aug-2021,18945.45,18900.0,19097.75,18868.0, 18900.00,18925.3,18969.87,6666,1264.53,3051, 2914, 43.71
ABCAPITAL, EQ, 24-Aug-2021,99.05,99.6,102.65,99.5, 101.65,101.6,101.13,3671301,3712.79,24676, 1093943, 29.80
ABFRL, EQ, 24-Aug-2021,194.0,194.95,199.0,189.35, 197.85,198.15,195.47,1868856,3653.04,18849, 511150, 27.35
ABSLBANETF, EQ, 24-Aug-2021,350.01,350.79,355.94,350.79, 355.68,355.68,351.79,24,0.08,7, 15, 62.50
ABSLNN50ET, EQ, 24-Aug-2021,398.0,401.4,401.48,396.6, 400.00,400.0,399.99,98,0.39,12, 49, 50.00
ABSLRIF6RD, MF, 24-Aug-2021,9.44,9.5,9.5,9.5, 9.50,9.5,9.5,5,0.0,1, 5, 100.00
ACC, EQ, 24-Aug-2021,2261.45,2267.05,2293.85,2257.0, 2278.05,2280.95,2272.41,423186,9616.51,15217, 150337, 35.53
ACCELYA, EQ, 24-Aug-2021,1223.15,1220.0,1295.0,1215.0, 1267.05,1273.35,1256.54,74540,936.62,6349, 31383, 42.10
ACCORD, SM, 24-Aug-2021,21.15,22.2,22.2,22.2, 22.20,22.2,22.2,2000,0.44,1, 2000, 100.00
ACCURACY, EQ, 24-Aug-2021,111.2,115.0,115.0,107.75, 109.70,108.8,110.57,33114,36.61,869, 10036, 30.31
ACE, EQ, 24-Aug-2021,194.55,194.6,203.4,192.5, 199.50,199.95,198.79,748130,1487.2,15592, 287010, 38.36
ACRYSIL, EQ, 24-Aug-2021,578.0,572.1,625.0,565.0, 623.00,617.85,597.33,132768,793.06,7819, 67085, 50.53
ADANIENT, EQ, 24-Aug-2021,1396.7,1407.0,1448.4,1390.0, 1434.00,1437.8,1419.5,3362312,47728.06,51926, 964222, 28.68
ADANIGREEN, BE, 24-Aug-2021,933.65,936.0,977.0,933.65, 950.00,949.7,940.28,2838887,26693.49,25048, -, -
ADANIPORTS, EQ, 24-Aug-2021,668.3,673.0,702.0,668.5, 693.65,695.4,682.67,7640710,52160.58,107336, 1262655, 16.53
ADANIPOWER, BE, 24-Aug-2021,73.6,72.0,77.25,70.35, 77.25,77.25,74.43,3646028,2713.57,25025, -, -
ADANITRANS, BE, 24-Aug-2021,1179.6,1238.55,1238.55,1238.55, 1238.55,1238.55,1238.55,56395,698.48,3209, -, -
ADFFOODS, EQ, 24-Aug-2021,735.85,730.6,810.0,719.05, 777.00,792.5,771.63,30826,237.86,3252, 20651, 66.99
ADL, BE, 24-Aug-2021,37.35,37.35,37.35,35.5, 36.20,37.15,35.78,2347,0.84,18, -, -
ADORWELD, EQ, 24-Aug-2021,653.05,657.0,681.0,638.9, 670.30,672.5,659.52,9666,63.75,1390, 5202, 53.82
ADROITINFO, EQ, 24-Aug-2021,9.35,9.0,9.8,8.9, 8.90,8.9,9.15,8228,0.75,74, 6385, 77.60
ADSL, EQ, 24-Aug-2021,57.9,58.1,60.25,57.45, 59.85,59.5,59.33,98915,58.69,1182, 51869, 52.44
ADVANIHOTR, EQ, 24-Aug-2021,69.0,69.05,71.0,68.55, 69.80,70.25,69.72,20153,14.05,474, 8561, 42.48
ADVENZYMES, EQ, 24-Aug-2021,368.6,370.0,376.05,360.1, 369.00,369.5,369.22,197592,729.55,11485, 83013, 42.01
AEGISCHEM, EQ, 24-Aug-2021,270.75,273.0,276.4,268.0, 273.05,272.2,271.19,389176,1055.4,15266, 182551, 46.91
AFFLE, BE, 24-Aug-2021,3836.15,3920.0,4027.95,3876.5, 4027.95,4015.75,3992.09,87977,3512.12,12888, -, -
AGARIND, EQ, 24-Aug-2021,293.45,282.25,299.0,280.55, 292.05,293.65,288.51,36947,106.6,1495, 17220, 46.61
AGCNET, BE, 24-Aug-2021,1040.1,992.3,1060.0,992.3, 1000.00,999.7,1006.62,3402,34.25,163, -, -
AGRITECH, EQ, 24-Aug-2021,43.75,44.5,45.8,42.25, 45.80,45.45,44.09,7746,3.42,122, 4492, 57.99
AGROPHOS, EQ, 24-Aug-2021,15.8,15.05,15.55,14.95, 15.15,15.3,15.23,59464,9.06,344, 38348, 64.49
AHLADA, EQ, 24-Aug-2021,159.0,154.4,166.95,151.15, 166.95,166.95,160.64,46174,74.17,1341, 31391, 67.98
