SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 18-Nov-2021,96.0,100.0,100.0,100.0,100.0,100.0,100.0,10,0.01,2, 10, 100.00
20MICRONS, EQ, 18-Nov-2021,60.9,61.65,62.7,59.0,60.0,60.25,60.57,99195,60.08,1992, 56397, 56.85
21STCENMGM, EQ, 18-Nov-2021,61.6,62.8,62.8,60.4,62.8,62.75,62.16,99566,61.89,898, 63439, 63.72
3IINFOLTD, EQ, 18-Nov-2021,81.05,85.1,85.1,85.1,85.1,85.1,85.1,1596988,1359.04,1671, 1477324, 92.51
3MINDIA, EQ, 18-Nov-2021,25457.0,25458.0,25587.65,24872.15,25219.85,25194.15,25158.66,1859,467.7,1197, 1010, 54.33
3PLAND, EQ, 18-Nov-2021,13.5,13.75,13.75,13.0,13.55,13.4,13.53,4616,0.62,80, 3730, 80.81
5PAISA, EQ, 18-Nov-2021,415.3,411.05,417.5,406.1,411.0,408.45,410.33,13168,54.03,779, 8732, 66.31
63MOONS, EQ, 18-Nov-2021,129.35,135.8,135.8,122.9,122.9,122.9,127.89,1651230,2111.73,8487, 676597, 40.98
645GS2029, GS, 18-Nov-2021,99.5,99.5,99.5,99.5,99.5,99.5,99.5,10000,9.95,1, 10000, 100.00
667GS2050, GS, 18-Nov-2021,97.51,98.5,98.96,98.01,98.6,98.6,98.25,5541,5.44,7, 5100, 92.04
676GS2061, GS, 18-Nov-2021,99.0,98.99,98.99,98.99,98.99,98.99,98.99,50,0.05,1, 50, 100.00
772GS2049, GS, 18-Nov-2021,114.01,112.0,112.0,112.0,112.0,112.0,112.0,100,0.11,1, 100, 100.00
772GS2055, GS, 18-Nov-2021,108.82,108.82,109.0,108.81,109.0,109.0,108.82,1410,1.53,7, 1410, 100.00
A2ZINFRA, BE, 18-Nov-2021,5.75,5.5,5.55,5.5,5.5,5.5,5.5,601619,33.1,715, -, -
AAKASH, EQ, 18-Nov-2021,215.95,218.65,219.7,210.4,217.05,217.4,215.61,77254,166.57,889, 44671, 57.82
AAREYDRUGS, EQ, 18-Nov-2021,35.75,35.9,35.95,34.5,34.55,34.95,35.23,30760,10.84,458, 23126, 75.18
AARON, EQ, 18-Nov-2021,111.9,111.9,114.95,108.25,110.0,113.7,111.1,2890,3.21,134, 1854, 64.15
AARTIDRUGS, EQ, 18-Nov-2021,539.5,539.0,553.6,530.2,532.0,531.45,535.7,162062,868.16,10964, 70004, 43.20
AARTIIND, EQ, 18-Nov-2021,987.2,993.2,993.9,955.0,972.2,972.7,972.37,757909,7369.67,30893, 348249, 45.95
AARTISURF, EQ, 18-Nov-2021,1190.1,1199.0,1207.95,1153.5,1159.9,1157.45,1163.27,16979,197.51,3822, 9982, 58.79
AARVEEDEN, EQ, 18-Nov-2021,22.45,22.8,23.55,22.3,23.5,23.25,23.22,21155,4.91,192, 13365, 63.18
AARVI, EQ, 18-Nov-2021,60.6,59.4,60.1,58.0,58.0,58.1,58.93,9482,5.59,387, 6858, 72.33
AAVAS, EQ, 18-Nov-2021,2749.4,2783.0,2800.0,2734.0,2788.0,2776.9,2763.45,88348,2441.45,8273, 69846, 79.06
ABAN, BE, 18-Nov-2021,54.45,56.4,57.15,54.3,56.7,56.45,56.03,189664,106.27,1634, -, -
ABB, EQ, 18-Nov-2021,2191.7,2200.0,2222.9,2124.0,2137.0,2149.55,2161.22,110299,2383.8,15154, 51085, 46.32
ABBOTINDIA, EQ, 18-Nov-2021,19664.9,19775.0,19775.0,19251.25,19630.0,19602.5,19471.64,11976,2331.92,4464, 5116, 42.72
ABCAPITAL, EQ, 18-Nov-2021,104.55,104.0,105.0,102.25,102.7,102.7,103.26,1718998,1775.05,14015, 641552, 37.32
ABFRL, EQ, 18-Nov-2021,281.6,282.5,286.8,277.1,284.0,284.65,282.41,2959021,8356.58,33067, 960244, 32.45
ABMINTLLTD, EQ, 18-Nov-2021,108.35,109.95,110.0,104.0,104.0,105.25,106.09,1756,1.86,71, 473, 26.94
ABSLAMC, EQ, 18-Nov-2021,603.8,602.0,604.35,583.8,584.0,584.9,587.45,628805,3693.93,43663, 433271, 68.90
ABSLBANETF, EQ, 18-Nov-2021,378.01,380.1,380.1,376.44,378.22,378.22,378.57,1038,3.93,22, 1031, 99.33
